District,Date,Rainfall,Temperature,MEI
Batticaloa,2015-12-01,8.52,27.16,1.93
Batticaloa,2016-01-01,2.26,26.82,1.93
Batticaloa,2016-02-01,2.25,27.31,1.8
Batticaloa,2016-03-01,1.55,28.16,1.32
Batticaloa,2016-04-01,2.1,29.93,1.32
Batticaloa,2016-05-01,15.6,29.42,1.24
Batticaloa,2016-06-01,1.11,28.97,0.35
Batticaloa,2016-07-01,1.49,29.09,-0.54
Batticaloa,2016-08-01,0.65,29.7,-0.26
Batticaloa,2016-09-01,0.81,30.02,-0.29
Batticaloa,2016-10-01,3.4,29.2,-0.53
Batticaloa,2016-11-01,6.44,27.46,-0.47
Batticaloa,2016-12-01,2.76,26.78,-0.37
Batticaloa,2017-01-01,3.69,26.21,-0.42
Batticaloa,2017-02-01,3.86,26.72,-0.41
Batticaloa,2017-03-01,4.54,27.52,-0.58
Batticaloa,2017-04-01,1.26,29.31,-0.19
Batticaloa,2017-05-01,4.92,29.43,0.2
Batticaloa,2017-06-01,1.07,29.44,-0.23
Batticaloa,2017-07-01,1.2,29.71,-0.63
Batticaloa,2017-08-01,2.9,29.44,-0.72
Batticaloa,2017-09-01,3.94,28.62,-0.73
Batticaloa,2017-10-01,6.74,28.39,-0.59
Batticaloa,2017-11-01,11.59,27.17,-0.62
Batticaloa,2017-12-01,4.27,26.66,-0.74
Batticaloa,2018-01-01,1.63,25.83,-0.79
Batticaloa,2018-02-01,3.84,26.46,-0.71
Batticaloa,2018-03-01,3.87,27.69,-0.8
Batticaloa,2018-04-01,4.74,28.5,-1.32
Batticaloa,2018-05-01,9.6,28.42,-0.94
Batticaloa,2018-06-01,2.26,28.46,-0.51
Batticaloa,2018-07-01,1.06,28.43,-0.05
Batticaloa,2018-08-01,1.26,28.66,0.47
Batticaloa,2018-09-01,2.11,28.72,0.62
Batticaloa,2018-10-01,8.07,27.44,0.52
Batticaloa,2018-11-01,7.9,27.11,0.33
Batticaloa,2018-12-01,3.38,26.57,0.18
Batticaloa,2019-01-01,1.85,26.03,0.09
Batticaloa,2019-02-01,3.31,27.28,0.5
Batticaloa,2019-03-01,0.57,28.19,0.76
Batticaloa,2019-04-01,2.47,29.46,0.3
Batticaloa,2019-05-01,1.07,30.42,0.23
Batticaloa,2019-06-01,1.89,30.52,0.35
Batticaloa,2019-07-01,1.36,29.69,0.3
Batticaloa,2019-08-01,3.18,29.05,0.32
Batticaloa,2019-09-01,6.83,28.13,0.16
Batticaloa,2019-10-01,11.36,27.28,0.31
Batticaloa,2019-11-01,8.67,27.69,0.47
Batticaloa,2019-12-01,11.08,27.07,0.36
Batticaloa,2020-01-01,1.93,26.94,0.24
Batticaloa,2020-02-01,0.97,26.84,0.26
Batticaloa,2020-03-01,0.46,27.88,0.13
Batticaloa,2020-04-01,3.19,29.11,-0.15
Batticaloa,2020-05-01,4.87,29.66,-0.23
Batticaloa,2020-06-01,2.71,29.6,-0.68
Batticaloa,2020-07-01,3.45,28.6,-0.94
Batticaloa,2020-08-01,1.28,29.08,-0.96
Batticaloa,2020-09-01,4.93,28.53,-1.15
Batticaloa,2020-10-01,1.99,28.82,-1.17
Batticaloa,2020-11-01,8.25,27.54,-1.13
Batticaloa,2020-12-01,14.17,26.75,-1.14
Batticaloa,2021-01-01,9.84,26.45,-1.2
Batticaloa,2021-02-01,2.44,26.68,-0.96
Batticaloa,2021-03-01,3.21,27.4,-0.79
Batticaloa,2021-04-01,2.87,28.49,-0.95
Batticaloa,2021-05-01,5.28,28.85,-1.07
Batticaloa,2021-06-01,2.83,28.76,-1.05
Batticaloa,2021-07-01,2.78,28.71,-1.44
Batticaloa,2021-08-01,3.39,28.62,-1.29
Batticaloa,2021-09-01,5.77,28.54,-1.37
Batticaloa,2021-10-01,11.49,27.94,-1.46
Batticaloa,2021-11-01,19.45,27.27,-1.39
Batticaloa,2021-12-01,3.78,27.0,-1.2
Batticaloa,2022-01-01,3.99,26.54,-1.01
Batticaloa,2022-02-01,6.1,26.62,-0.98
Batticaloa,2022-03-01,4.43,27.69,-1.31
Batticaloa,2022-04-01,8.52,28.41,-1.6
Batticaloa,2022-05-01,5.43,28.95,-1.63
Batticaloa,2022-06-01,2.49,28.35,-1.9
Batticaloa,2022-07-01,3.31,28.25,-2.17
Batticaloa,2022-08-01,5.49,28.09,-1.75
Batticaloa,2022-09-01,2.18,28.31,-1.73
Batticaloa,2022-10-01,8.49,27.87,-1.72
Batticaloa,2022-11-01,9.35,26.8,-1.53
Batticaloa,2022-12-01,12.73,26.38,-1.27
Batticaloa,2023-01-01,4.53,25.91,-1.11
Batticaloa,2023-02-01,3.9,26.38,-0.91
Batticaloa,2023-03-01,2.14,27.62,-0.76
Batticaloa,2023-04-01,3.64,29.1,-0.36
Batticaloa,2023-05-01,6.77,28.97,-0.06
Batticaloa,2023-06-01,2.71,29.33,0.43
Batticaloa,2023-07-01,1.57,29.19,0.51
Batticaloa,2023-08-01,1.83,29.59,0.51
Batticaloa,2023-09-01,7.44,28.38,0.69
Batticaloa,2023-10-01,17.65,27.62,0.48
Batticaloa,2023-11-01,10.33,27.61,0.91
Batticaloa,2023-12-01,15.36,27.48,1.13
Batticaloa,2024-01-01,7.9,26.99,0.7
Batticaloa,2024-02-01,1.08,27.49,0.68
Batticaloa,2024-03-01,1.15,28.06,0.78
Batticaloa,2024-04-01,2.3,29.76,0.34
Batticaloa,2024-05-01,5.9,29.82,0.12
Batticaloa,2024-06-01,2.02,29.59,-0.24
Batticaloa,2024-07-01,1.15,29.81,-0.72
Batticaloa,2024-08-01,3.27,29.42,-0.73
Batticaloa,2024-09-01,1.92,29.74,-0.65
Batticaloa,2024-10-01,9.24,28.39,-0.51
Batticaloa,2024-11-01,13.9,27.7,-0.68
Batticaloa,2024-12-01,9.38,27.16,-0.91
Batticaloa,2025-01-01,11.18,26.36,-1.0
Batticaloa,2025-02-01,2.81,27.1,-0.83
Batticaloa,2025-03-01,4.06,27.91,-0.68
Batticaloa,2025-04-01,6.7,28.68,-0.38
Batticaloa,2025-05-01,4.29,29.12,-0.36
Batticaloa,2025-06-01,1.52,28.8,-1.17
Batticaloa,2025-07-01,0.46,29.05,-1.22
Batticaloa,2025-08-01,2.35,29.03,-0.87
Batticaloa,2025-09-01,3.27,29.37,-1.12
Batticaloa,2025-10-01,8.44,28.28,-1.19
Batticaloa,2025-11-01,17.07,27.34,-1.06
Batticaloa,2025-12-01,5.29,26.58,-0.77
